Bus,name
8746,SE2 0
8443,DE1 0
7419,DE1 0
8239,SE2 0
8535,SE2 0
8824,FR1 0
8744,GB0 Z5
8102,DE1 0
8706,FR1 0
7315,DE1 0
7457,GB0 Z11
7456,GB0 Z11
8149,BE1 0
8642,FR1 0
8099,DE1 0
8465,FR1 0
8032,GB0 Z5
7907,FR1 0
8540,FR1 0
8139,FR1 0
8541,FR1 0
8025,GB0 Z14
8024,GB0 Z14
8762,FR1 0
7871,DE1 0
8312,DE1 0
8679,FR1 0
8213,FR1 0
8845,SE2 0
7902,DE1 0
7459,DE1 0
8021,GB0 Z8
8781,FR1 0
8578,GB0 Z11
7688,FR1 0
7761,DE1 0
7469,GB0 Z5
7265,FR1 0
7266,FR1 0
8730,FR1 0
8812,SE2 0
8258,SE2 0
8321,FR1 0
8570,SE2 0
7853,FR1 0
8027,GB0 Z9
7444,FR1 0
7329,DE1 0
7952,BE1 0
8016,GB0 Z17
7780,FR1 0
7151,FR1 0
8611,NO2 0
8848,DE1 0
8842,DE1 0
7322,DE1 0
8019,GB0 Z3
7468,DE1 0
7090,FR1 0
7784,FR1 0
8721,FR1 0
7677,DE1 0
7458,GB0 Z13
8283,GB0 Z10
8791,DE1 0
7270,FR1 0
8593,DE1 0
8295,BE1 0
7966,FR1 0
7636,DE1 0
8601,FR1 0
8093,GB0 Z14
7326,DE1 0
8143,FR1 0
8606,SE2 0
8728,DE1 0
8294,FR1 0
8487,FR1 0
8863,DE1 0
8040,DE1 0
8391,DE1 0
7623,DE1 0
8776,FR1 0
7977,FR1 0
8693,SE2 0
8289,FR1 0
8834,DE1 0
7691,IE4 0
8100,DE1 0
7863,FR1 0
8737,DE1 0
8288,FR1 0
7970,FR1 0
8331,DE1 0
7317,DE1 0
7316,DE1 0
8326,FR1 0
7776,FR1 0
7861,FR1 0
8610,DE1 0
8114,FR1 0
7908,GB0 Z11
8613,SE2 0
7372,DE1 0
8804,SE2 0
8164,FR1 0
